month,amount_to_norm_ratio,is_breeding,is_selection,district_historical_score,climate_risk,region_encoded,Район хозяйства_encoded,Направление водства_encoded,target
5,59.99400059994001,1,1,0.890295358649789,0.65,1,1,7,1
5,1.999986666755555,1,0,0.8670886075949367,0.5,6,3,7,1
5,64.9956669555363,1,1,0.8670886075949367,0.5,6,3,7,1
5,39.99733351109926,1,0,0.9559748427672956,0.7,13,115,3,1
5,1.999986666755555,1,0,0.857653791130186,0.5,6,68,7,1
5,63.993600639936005,1,1,0.9627329192546584,0.55,15,0,7,1
5,29.997000299970004,1,1,0.8154657293497364,0.9,9,47,7,1
5,104.98950104989501,1,1,0.8507157464212679,0.4,11,28,7,1
5,174.98250174982502,1,1,0.9516129032258065,0.55,15,88,7,1
5,504.9663355776282,1,0,0.926,0.45,16,118,3,1
5,29.998000133324446,1,1,0.8808411214953271,0.65,1,163,7,1
5,59.99400059994001,1,1,0.8611111111111112,0.65,1,108,7,1
5,0.9999933333777775,1,0,0.8154657293497364,0.9,9,47,7,1
5,282.2950819672131,0,0,0.9536340852130326,0.3,8,94,4,1
5,99.9900009999,1,1,0.8808411214953271,0.65,1,163,7,1
5,199.9800019998,1,1,0.9627329192546584,0.55,15,0,7,1
5,5.999960000266665,1,0,0.890625,0.5,6,166,7,1
5,3.99997333351111,1,0,0.8394004282655246,0.5,6,137,7,1
5,176.982301769823,1,1,0.857653791130186,0.5,6,68,7,1
5,53039.04761904762,0,0,0.9381443298969072,0.6,7,36,7,1
5,232.97670232976702,1,1,0.9069767441860465,0.3,8,50,7,1
5,179.98200179982,1,1,0.9333333333333333,0.6,7,80,7,1
5,71.99280071992801,1,1,0.8258928571428571,0.75,5,26,7,1
5,7.99994666702222,1,0,0.9148936170212766,0.45,16,129,7,1
5,1.999986666755555,1,0,0.9361702127659575,0.85,3,87,7,1
5,422.957704229577,1,1,0.8633540372670807,0.4,11,189,7,1
5,2.9999800001333323,1,0,0.8808411214953271,0.65,1,163,7,1
5,5.999960000266665,1,0,0.8507157464212679,0.4,11,28,7,1
5,89.99100089991,1,1,0.9361702127659575,0.85,3,87,7,1
5,1.999986666755555,1,0,0.8670886075949367,0.5,6,3,7,0
5,483.96773548430104,1,1,0.6491596638655462,0.4,2,45,7,1
5,1.999986666755555,1,0,0.8670886075949367,0.5,6,3,7,1
5,3.99997333351111,1,0,0.7947826086956522,0.5,6,49,7,0
5,104.98950104989501,1,1,0.7947826086956522,0.5,6,49,7,1
5,49.99966666888887,1,0,0.857653791130186,0.5,6,68,7,1
5,401.95980401959804,1,1,0.8395522388059702,0.7,13,69,7,1
5,43.80952380952381,0,0,0.6839762611275965,0.75,5,58,7,0
5,329.96700329967,1,1,0.8154657293497364,0.9,9,47,7,1
5,1.999986666755555,1,0,0.9344262295081968,0.65,1,64,7,1
5,44298.09523809524,0,0,0.6839762611275965,0.75,5,58,7,1
5,209.98600093327113,1,1,0.890625,0.5,6,166,7,0
5,59.99400059994001,1,1,0.9333333333333333,0.6,7,80,7,1
5,32547.717391304348,0,0,0.9715025906735751,0.3,8,162,7,1
5,198095.2380952381,0,0,0.9261511728931364,0.7,13,127,7,1
5,179.98200179982,1,1,0.9101123595505618,0.3,8,15,7,1
5,59.99400059994001,1,1,0.857653791130186,0.5,6,68,7,1
5,226666.66666666666,0,0,0.9261511728931364,0.7,13,127,7,1
5,228571.42857142858,0,0,0.9261511728931364,0.7,13,127,7,1
5,233333.33333333334,0,0,0.9261511728931364,0.7,13,127,7,1
5,232380.95238095237,0,0,0.9261511728931364,0.7,13,127,7,1
5,219047.61904761905,0,0,0.9261511728931364,0.7,13,127,7,1
5,233333.33333333334,0,0,0.9261511728931364,0.7,13,127,7,1
5,14307.462686567163,1,0,0.9333333333333333,0.6,7,80,7,1
5,80.991900809919,1,1,0.9240506329113924,0.65,1,167,7,1
5,30.999793334711104,1,0,0.8849315068493151,0.45,16,8,7,1
5,49976.19047619047,0,0,0.8375,0.35,4,170,7,1
5,128.98710128987102,1,1,0.9369369369369369,0.55,15,53,7,1
5,126.98730126987302,1,1,0.8670886075949367,0.5,6,3,7,1
5,696845.4320987654,0,0,0.8235294117647058,0.35,4,156,4,1
5,25.999826667822216,1,0,0.8849315068493151,0.45,16,8,7,1
5,1.999986666755555,1,0,0.9069767441860465,0.3,8,50,7,1
5,435.73770491803276,0,0,0.9843478260869565,0.55,15,134,4,1
5,27.99981333457777,1,0,0.8849315068493151,0.45,16,8,7,1
5,4.999966666888888,1,0,0.8670886075949367,0.5,6,3,7,1
5,2.9999800001333323,1,0,0.7877094972067039,0.75,5,190,7,0
5,49.99966666888887,1,0,0.8670886075949367,0.5,6,3,7,1
5,660.983606557377,0,0,0.9843478260869565,0.55,15,134,4,1
5,3.99997333351111,1,0,0.8670886075949367,0.5,6,3,7,1
5,9.836065573770492,0,0,0.9843478260869565,0.55,15,134,4,1
5,19.99800019998,1,1,0.8650519031141869,0.5,6,51,7,1
5,64337.282608695656,0,0,0.9715025906735751,0.3,8,162,7,1
5,84.99150084991501,1,1,0.9069767441860465,0.3,8,50,7,1
5,633.4426229508197,0,0,0.9843478260869565,0.55,15,134,4,1
5,89.99100089991,1,1,0.849624060150376,0.45,16,77,7,1
5,3.99997333351111,1,0,0.8808411214953271,0.65,1,163,7,1
5,1.999986666755555,1,0,0.9090909090909091,0.85,3,66,7,1
5,86.991300869913,1,1,0.9090909090909091,0.85,3,66,7,1
5,1.999986666755555,1,0,0.8808411214953271,0.65,1,163,7,1
5,1.999986666755555,1,0,0.8837209302325582,0.75,5,107,7,1
5,105.99293380441304,1,1,0.868,0.5,6,183,7,0
5,5.999960000266665,1,0,0.8611111111111112,0.65,1,108,7,1
5,11912.437810945274,1,0,0.9333333333333333,0.6,7,80,7,1
5,71.99280071992801,1,1,0.7368421052631579,0.9,9,172,7,1
5,3.99997333351111,1,0,0.8611111111111112,0.65,1,108,7,1
5,16980.983606557376,0,0,0.9761336515513126,0.55,15,184,4,1
5,2.9999800001333323,1,0,0.9627329192546584,0.55,15,0,7,1
5,2.9999800001333323,1,0,0.9101123595505618,0.3,8,15,7,1
5,599.9400059994001,1,1,0.8670886075949367,0.5,6,3,7,0
5,99.99333377774815,1,1,0.8198757763975155,0.65,1,154,7,1
5,30402.29508196721,0,0,0.9761336515513126,0.55,15,184,4,1
5,149.98500149985003,1,1,0.857653791130186,0.5,6,68,7,1
5,40.995900409959006,1,1,0.8521739130434782,0.65,1,146,7,1
5,6.999953333644442,1,0,0.9707112970711297,0.55,15,24,7,1
5,99.99933333777774,1,0,0.8808411214953271,0.65,1,163,7,1
5,47.995200479952004,1,1,0.9444444444444444,0.55,15,178,7,1
5,55.99962666915554,1,0,0.8415492957746479,0.65,1,13,7,1
5,59.99400059994001,1,1,0.8808411214953271,0.65,1,163,7,1
5,81668.85245901639,0,0,0.9761336515513126,0.55,15,184,4,1
5,59.99400059994001,1,1,0.8229885057471265,0.5,6,31,7,1
5,83.991600839916,1,1,0.8670886075949367,0.5,6,3,7,1
5,1970.1492537313434,1,0,0.8521739130434782,0.65,1,146,7,1
5,74.99250074992501,1,1,0.926,0.45,16,118,7,1
5,139.98600139986002,1,1,0.8154657293497364,0.9,9,47,7,1
5,524689.5238095238,0,0,0.9261511728931364,0.7,13,127,7,1
5,5.999960000266665,1,0,0.8154657293497364,0.9,9,47,7,1
5,545986.6666666666,0,0,0.9261511728931364,0.7,13,127,7,1
5,38163.934426229505,1,0,0.8235294117647058,0.4,11,175,4,0
5,123435.97826086957,0,0,0.9175257731958762,0.4,11,160,7,1
5,179.98200179982,1,1,0.7,0.75,5,139,7,1
5,59.99400059994001,1,1,0.9444444444444444,0.55,15,178,7,1
5,19.99866675554963,1,0,0.8198757763975155,0.65,1,154,3,1
5,17217.647058823528,0,0,0.9644670050761421,0.3,8,71,4,0
5,57.994200579942,1,1,0.8849315068493151,0.45,16,8,7,1
5,58155.882352941175,0,0,0.9644670050761421,0.3,8,71,4,1
5,89.99400039997333,1,1,0.8415492957746479,0.65,1,13,7,1
5,9.999933333777776,1,0,0.8670886075949367,0.5,6,3,7,1
5,86340.19607843137,0,0,0.9644670050761421,0.3,8,71,4,1
5,17890.196078431374,0,0,0.9644670050761421,0.3,8,71,4,1
5,7.99994666702222,1,0,0.857653791130186,0.5,6,68,7,1
5,34265.686274509804,0,0,0.9644670050761421,0.3,8,71,4,1
5,3.99997333351111,1,0,0.8808411214953271,0.65,1,163,7,1
5,3.99997333351111,1,0,0.8808411214953271,0.65,1,163,7,1
5,1.999986666755555,1,0,0.8670886075949367,0.5,6,3,7,1
5,119.98800119988002,1,1,0.8521739130434782,0.65,1,146,7,1
5,23766.666666666668,0,0,0.6839762611275965,0.75,5,58,7,1
5,187959.13043478262,0,0,0.8728179551122195,0.4,11,117,7,1
5,31472.45901639344,1,0,0.9381443298969072,0.6,7,36,4,1
5,1.999986666755555,1,0,0.8229885057471265,0.5,6,31,7,1
5,58.99606692887141,1,1,0.8229885057471265,0.5,6,31,7,1
5,337940.2173913043,0,0,0.8728179551122195,0.4,11,117,7,1
5,55.99626691553896,1,1,0.8415492957746479,0.65,1,13,7,1
5,51.99480051994801,1,1,0.8808411214953271,0.65,1,163,7,1
5,8039.21568627451,0,0,0.8396946564885496,0.4,2,62,4,1
5,1.999986666755555,1,0,0.857653791130186,0.5,6,68,7,1
5,1.999986666755555,1,0,0.8415492957746479,0.65,1,13,7,1
5,5.999960000266665,1,0,0.857653791130186,0.5,6,68,7,1
5,0.9999933333777775,1,0,0.8650519031141869,0.5,6,51,7,1
5,0.9999933333777775,1,0,0.857653791130186,0.5,6,68,7,1
5,21100.49751243781,1,0,0.8229885057471265,0.5,6,31,7,1
5,7055.802469135802,0,0,0.896640826873385,0.4,2,39,4,1
5,127.98720127987201,1,1,0.8650519031141869,0.5,6,51,7,1
5,2.9997000299970003,1,1,0.8670886075949367,0.5,6,3,7,1
5,11.99992000053333,1,0,0.8229885057471265,0.5,6,31,7,0
5,118.98810118988101,1,1,0.8808411214953271,0.65,1,163,7,1
5,59.99400059994001,1,1,0.788235294117647,0.65,1,164,7,1
5,13868.641975308641,0,0,0.896640826873385,0.4,2,39,4,1
5,18.998733417772147,1,1,0.788235294117647,0.65,1,164,7,1
5,201.97980201979803,1,1,0.8849315068493151,0.45,16,8,7,1
5,2.9999800001333323,1,0,0.8623853211009175,0.4,11,176,7,1
5,76.992300769923,1,1,0.8623853211009175,0.4,11,176,7,1
5,69.99533364442371,1,1,0.8849315068493151,0.45,16,8,7,1
5,209.97900209979002,1,1,0.8670886075949367,0.5,6,3,7,1
5,2.9999800001333323,1,0,0.8849315068493151,0.45,16,8,7,1
5,45714.28571428572,0,0,0.8258928571428571,0.75,5,26,7,0
5,26666.666666666668,0,0,0.8258928571428571,0.75,5,26,7,1
5,59.99400059994001,1,1,0.8650519031141869,0.5,6,51,7,1
5,21428.571428571428,0,0,0.8258928571428571,0.75,5,26,7,1
5,1.999986666755555,1,0,0.7947826086956522,0.5,6,49,7,1
5,8.999940000399997,1,0,0.9714285714285714,0.3,8,17,7,1
5,0.9999933333777775,1,0,0.7947826086956522,0.5,6,49,7,1
5,119.98800119988002,1,1,0.6363636363636364,0.9,9,44,7,1
5,0.9999933333777775,1,0,0.8650519031141869,0.5,6,51,7,1
5,239.97600239976003,1,1,0.9559748427672956,0.7,13,115,7,1
5,7.99994666702222,1,0,0.9559748427672956,0.7,13,115,7,1
5,27109.52380952381,0,0,0.6839762611275965,0.75,5,58,7,0
5,177636.52173913043,0,0,0.9175257731958762,0.4,11,160,7,1
5,29405.714285714286,0,0,0.6839762611275965,0.75,5,58,7,0
5,2.9999800001333323,1,0,0.7368421052631579,0.9,9,172,7,1
5,29757.14285714286,0,0,0.6839762611275965,0.75,5,58,7,0
5,29.997000299970004,1,1,0.7368421052631579,0.4,11,7,7,1
5,121589.03225806452,0,0,0.9583333333333334,0.3,8,38,7,1
5,15.99989333404444,1,0,0.926,0.45,16,118,7,0
5,59.99400059994001,1,1,0.90625,0.3,8,23,7,1
5,238.97610238976102,1,1,0.65625,0.4,2,27,7,1
5,6.999953333644442,1,0,0.8686868686868687,0.8,17,157,7,0
5,0.9999933333777775,1,0,0.8507157464212679,0.4,11,28,7,1
5,1.999986666755555,1,0,0.857653791130186,0.5,6,68,7,1
5,210.9859342710486,1,1,0.8521739130434782,0.65,1,146,7,1
5,59.99400059994001,1,1,0.890295358649789,0.65,1,1,7,1
5,68636.04938271605,0,0,0.896640826873385,0.4,2,39,4,0
5,239.97600239976003,1,1,0.8808411214953271,0.65,1,163,7,1
5,38.99974000173332,1,0,0.8723404255319149,0.45,16,86,7,0
5,486.9675354976335,1,0,0.6491596638655462,0.75,5,45,3,1
5,4.999966666888888,1,0,0.8494208494208494,0.75,5,174,7,1
5,89.99100089991,1,1,0.857653791130186,0.5,6,68,7,1
5,144.985501449855,1,1,0.8494208494208494,0.75,5,174,7,1
5,3.99997333351111,1,0,0.9333333333333333,0.6,7,80,7,1
5,7602.857142857143,0,0,0.6839762611275965,0.75,5,58,7,1
5,119.98800119988002,1,1,0.9333333333333333,0.6,7,80,7,1
5,2.9999800001333323,1,0,0.8808411214953271,0.65,1,163,7,1
5,2.9999800001333323,1,0,0.9444444444444444,0.55,15,178,7,1
5,19.99866675554963,1,1,0.8642533936651584,0.6,7,11,7,1
5,0.9999933333777775,1,0,0.8808411214953271,0.65,1,163,7,1
5,11177.142857142857,0,0,0.9715025906735751,0.3,8,162,7,1
5,149.98500149985003,1,1,0.9344262295081968,0.65,1,64,7,1
5,311723.8043478261,0,0,0.8728179551122195,0.4,11,117,7,1
5,22793.034825870647,1,0,0.8494208494208494,0.75,5,174,7,0
5,1198500.652173913,0,0,0.8091872791519434,0.2,12,138,7,0
5,100.99326711552563,1,1,0.788235294117647,0.65,1,164,7,1
5,38501.90476190476,0,0,0.8411214953271028,0.2,12,101,7,1
5,7.99994666702222,1,0,0.857653791130186,0.5,6,68,7,1
5,0.9999933333777775,1,0,0.9361702127659575,0.85,3,87,7,1
5,5046.88524590164,0,0,0.9843478260869565,0.55,15,134,4,1
5,59.99400059994001,1,1,0.9361702127659575,0.85,3,87,7,1
5,172190.54347826086,0,0,0.8728179551122195,0.4,11,117,7,1
5,3.99997333351111,1,0,0.7947826086956522,0.5,6,49,7,1
5,1.999986666755555,1,0,0.8808411214953271,0.65,1,163,7,1
5,89.99100089991,1,1,0.8650519031141869,0.5,6,51,7,1
5,93.990600939906,1,1,0.7947826086956522,0.5,6,49,7,1
5,399.9733351109926,1,0,0.8571428571428571,0.75,5,92,3,1
5,96375.48387096774,0,0,0.8235294117647058,0.35,4,156,7,1
5,1.999986666755555,1,0,0.8650519031141869,0.5,6,51,7,1
5,74.99250074992501,1,1,0.8258928571428571,0.75,5,26,7,1
5,1.999986666755555,1,0,0.9444444444444444,0.55,15,178,7,1
5,199.9866675554963,1,0,0.926,0.45,16,118,3,1
5,74.99250074992501,1,1,0.8258928571428571,0.75,5,26,7,1
5,3.99997333351111,1,0,0.7947826086956522,0.5,6,49,7,1
5,1.999986666755555,1,0,0.8650519031141869,0.5,6,51,7,1
5,7.99994666702222,1,0,0.8229885057471265,0.5,6,31,7,0
5,0.9999933333777775,1,0,0.8229885057471265,0.5,6,31,7,0
5,20727.619047619046,0,0,0.7756410256410257,0.2,12,5,7,1
5,1.999986666755555,1,0,0.9444444444444444,0.55,15,178,7,1
5,59.99400059994001,1,1,0.725,0.5,6,35,7,1
5,3.99997333351111,1,0,0.9692307692307692,0.55,15,159,7,1
5,28069.135802469136,0,0,0.9501424501424501,0.4,2,155,4,1
5,666.9333066693331,1,1,0.857653791130186,0.5,6,68,7,1
5,0.9999933333777775,1,0,0.8229885057471265,0.5,6,31,7,1
5,29.997000299970004,1,1,0.8415492957746479,0.65,1,13,7,1
5,3.99997333351111,1,0,0.8229885057471265,0.5,6,31,7,1
5,1487.5621890547263,1,0,0.890625,0.5,6,166,7,0
5,106130.37037037036,0,0,0.9501424501424501,0.4,2,155,4,1
5,105.99293380441304,1,1,1.0,0.9,9,81,7,1
5,41381.72839506173,0,0,0.9501424501424501,0.4,2,155,4,1
5,1.999986666755555,1,0,0.857653791130186,0.5,6,68,7,1
5,85.9942670488634,1,1,0.890295358649789,0.65,1,1,7,1
5,57.994200579942,1,1,0.9240506329113924,0.65,1,167,7,1
5,198.98010198980103,1,1,0.6491596638655462,0.75,5,45,7,1
5,49.99966666888887,1,0,0.6491596638655462,0.75,5,45,7,1
5,22793.034825870647,1,0,0.8494208494208494,0.75,5,174,7,1
5,1.999986666755555,1,0,0.9101123595505618,0.3,8,15,7,1
5,59.99400059994001,1,1,0.788235294117647,0.65,1,164,7,1
5,59.99960000266665,1,0,0.8198757763975155,0.65,1,154,7,1
5,213443.80434782608,0,0,0.835820895522388,0.2,12,121,7,0
5,10269.52380952381,0,0,0.6839762611275965,0.75,5,58,7,1
5,119.98800119988002,1,1,0.7947826086956522,0.5,6,49,7,1
5,137.98620137986202,1,1,0.926,0.45,16,118,7,1
5,1.999986666755555,1,0,0.8849315068493151,0.45,16,8,7,1
5,237.97620237976201,1,1,0.8534798534798534,0.5,6,144,7,1
5,267.973202679732,1,1,0.8670886075949367,0.5,6,3,7,0
5,0.9999933333777775,1,0,0.857653791130186,0.5,6,68,7,1
5,41.997200186654226,1,1,0.8534798534798534,0.5,6,144,7,1
5,1.999986666755555,1,0,0.8670886075949367,0.5,6,3,7,0
5,57698.09523809524,0,0,0.7904761904761904,0.35,4,37,7,1
5,56.99430056994301,1,1,0.8521739130434782,0.65,1,146,7,1
5,21.997800219978004,1,1,0.625,0.9,9,16,7,1
5,50.99660022665156,1,1,0.625,0.9,9,16,7,1
5,4204.918032786885,0,0,0.9843478260869565,0.55,15,134,4,1
5,41887.40740740741,0,0,0.896640826873385,0.4,2,39,4,1
5,48.9967335510966,1,1,0.9444444444444444,0.55,15,178,7,1
5,119.98800119988002,1,1,0.8808411214953271,0.65,1,163,7,1
5,69.99953333644443,1,0,0.8611111111111112,0.65,1,108,7,1
5,41642.857142857145,0,0,0.6839762611275965,0.75,5,58,7,1
5,176.982301769823,1,1,0.7947826086956522,0.5,6,49,7,1
5,1.999986666755555,1,0,0.8808411214953271,0.65,1,163,7,1
5,213443.80434782608,0,0,0.835820895522388,0.2,12,121,7,1
5,124327.86885245901,1,0,0.8235294117647058,0.4,11,175,4,1
5,189.99905000475,1,0,0.7368421052631579,0.4,11,7,7,1
5,56.99430056994301,1,1,0.8670886075949367,0.5,6,3,7,1
5,298399.89130434784,0,0,0.835820895522388,0.2,12,121,7,0
5,119.98800119988002,1,1,0.9090909090909091,0.85,3,66,7,1
5,2.9999800001333323,1,0,0.7877094972067039,0.75,5,190,7,1
5,82.99446703553096,1,1,0.9444444444444444,0.55,15,178,7,1
5,129705.65217391304,0,0,0.835820895522388,0.2,12,121,7,0
5,1531.851851851852,0,0,0.896640826873385,0.4,2,39,4,1
5,29.997000299970004,1,1,0.8275862068965517,0.85,3,95,7,0
5,2.9999800001333323,1,0,0.7877094972067039,0.75,5,190,7,1
5,42361.90476190476,0,0,0.6839762611275965,0.75,5,58,7,1
5,99.99333377774815,1,1,1.0,0.65,1,79,7,1
5,89.99400039997333,1,1,0.8521739130434782,0.65,1,146,7,1
5,1.999986666755555,1,0,0.9344262295081968,0.65,1,64,7,1
5,1.999986666755555,1,0,0.7877094972067039,0.75,5,190,7,1
5,2.9999800001333323,1,0,0.9444444444444444,0.55,15,178,7,1
5,107.992800479968,1,1,0.9101123595505618,0.3,8,15,7,1
5,50.994900509949005,1,1,0.9344262295081968,0.65,1,64,7,1
5,69.99300069993001,1,1,0.8521739130434782,0.65,1,146,7,1
5,118.98810118988101,1,1,1.0,0.7,13,168,7,1
5,89.99100089991,1,1,0.8650519031141869,0.5,6,51,7,1
5,119.98800119988002,1,1,0.890625,0.5,6,166,7,1
5,59.99400059994001,1,1,0.8229885057471265,0.5,6,31,7,1
5,39.99733351109926,1,1,0.8808411214953271,0.65,1,163,7,1
5,264.97350264973505,1,1,0.857653791130186,0.5,6,68,7,1
5,1.999986666755555,1,0,0.9101123595505618,0.3,8,15,7,1
5,138.986101389861,1,1,0.8198757763975155,0.65,1,154,7,1
5,3.99997333351111,1,0,0.7360594795539034,0.5,6,78,7,1
5,80.991900809919,1,1,0.8808411214953271,0.65,1,163,7,1
5,53.994600539946006,1,1,0.8837209302325582,0.75,5,107,7,1
5,599.9400059994001,1,1,0.8670886075949367,0.5,6,3,7,0
5,75.99493367108859,1,1,0.625,0.9,9,16,7,1
5,2.9999800001333323,1,0,0.8808411214953271,0.65,1,163,7,1
5,4.999966666888888,1,0,0.788235294117647,0.65,1,164,7,1
5,0.9999933333777775,1,0,0.9361702127659575,0.85,3,87,7,1
5,25.997400259974004,1,1,0.8670886075949367,0.5,6,3,7,1
5,29.997000299970004,1,1,0.9361702127659575,0.85,3,87,7,1
5,0.9999933333777775,1,0,0.8670886075949367,0.5,6,3,7,1
5,117.99213385774281,1,1,0.7947826086956522,0.5,6,49,7,1
5,1.999986666755555,1,0,0.890625,0.5,6,166,7,1
5,79.99466702219851,1,1,0.8415492957746479,0.65,1,13,7,1
5,2.9999800001333323,1,0,0.8415492957746479,0.65,1,13,7,1
5,0.9999933333777775,1,0,0.9361702127659575,0.85,3,87,7,1
5,59.99400059994001,1,1,0.9361702127659575,0.85,3,87,7,1
5,3.99997333351111,1,0,0.8670886075949367,0.5,6,3,7,1
5,59.99400059994001,1,1,0.8394004282655246,0.5,6,137,7,1
5,59.99400059994001,1,1,0.890625,0.5,6,166,7,1
5,25.999826667822216,1,0,0.8394004282655246,0.5,6,137,7,1
5,209.98600093327113,1,1,0.890625,0.5,6,166,7,1
5,1487.5621890547263,1,0,0.890625,0.5,6,166,7,1
5,0.9999933333777775,1,0,0.7368421052631579,0.4,11,7,7,1
5,99.99333377774815,1,1,0.8521739130434782,0.65,1,146,7,1
5,19.99986666755555,1,0,0.8849315068493151,0.45,16,8,7,1
5,8.999940000399997,1,0,0.8849315068493151,0.45,16,8,7,1
5,99.9900009999,1,1,0.8849315068493151,0.45,16,8,7,1
5,0.9999933333777775,1,0,0.8538461538461538,0.65,1,25,7,1
5,125.98740125987402,1,1,0.8538461538461538,0.65,1,25,7,1
5,53.999640002399985,1,0,0.9090909090909091,0.85,3,66,7,1
5,449.95500449955006,1,1,0.8534798534798534,0.5,6,144,7,1
5,2.9999800001333323,1,0,0.857653791130186,0.5,6,68,7,1
5,111.98880111988801,1,1,0.8229885057471265,0.5,6,31,7,1
5,104.97900419916017,1,0,0.7619047619047619,0.5,6,158,8,0
5,119.99200053329778,1,1,0.8808411214953271,0.65,1,163,7,1
5,1.999986666755555,1,0,0.8837209302325582,0.75,5,107,7,1
5,13642.857142857143,0,0,0.7368421052631579,0.4,11,7,7,1
5,4523.809523809524,0,0,0.8258928571428571,0.75,5,26,7,1
5,149.99000066662222,1,1,0.8534798534798534,0.5,6,144,7,1
5,2000.0,0,0,0.8258928571428571,0.75,5,26,7,1
5,3219.0476190476193,0,0,0.8258928571428571,0.75,5,26,7,1
5,5.999960000266665,1,0,0.8198757763975155,0.65,1,154,7,1
5,38.999805000974995,1,0,0.8928571428571429,0.4,11,116,7,1
5,19.99866675554963,1,1,0.8538461538461538,0.65,1,25,7,1
5,57.994200579942,1,1,0.9444444444444444,0.55,15,178,7,1
5,119.98800119988002,1,1,0.855072463768116,0.4,11,179,7,1
5,149.98500149985003,1,1,0.8611111111111112,0.65,1,108,7,1
5,32815.760869565216,0,0,0.9715025906735751,0.3,8,162,7,0
5,1.999986666755555,1,0,0.9047619047619048,0.85,3,22,7,1
5,59.99400059994001,1,1,0.9047619047619048,0.85,3,22,7,1
5,179.9640071985603,1,0,0.8633540372670807,0.4,11,189,7,1
5,19.99866675554963,1,0,0.926,0.45,16,118,3,0
5,32913.586956521736,0,0,0.9715025906735751,0.3,8,162,7,1
5,29.999800001333323,1,0,0.8534798534798534,0.5,6,144,7,1
5,325852.82608695654,0,0,0.9536340852130326,0.3,8,94,7,0
5,28.997100289971,1,1,0.7889908256880734,0.3,8,105,7,1
5,39.99733351109926,1,1,0.7889908256880734,0.3,8,105,7,1
5,58.994100589941006,1,1,0.6491596638655462,0.75,5,45,7,1
5,3.99997333351111,1,0,0.8808411214953271,0.65,1,163,7,1
5,300224.347826087,0,0,0.9536340852130326,0.3,8,94,7,0
5,0.9999933333777775,1,0,0.8808411214953271,0.65,1,163,7,1
5,0.9999933333777775,1,0,0.9381443298969072,0.6,7,36,7,1
5,273044.347826087,0,0,0.9536340852130326,0.3,8,94,7,0
5,79.99200079992,1,1,0.8808411214953271,0.65,1,163,7,1
5,72.99270072992701,1,1,0.9559748427672956,0.7,13,115,7,1
5,18.998100189981002,1,1,0.6143790849673203,0.9,9,67,7,1
5,105.989401059894,1,1,0.857653791130186,0.5,6,68,7,1
5,49.99500049995,1,1,0.8611111111111112,0.65,1,108,7,1
5,29.997000299970004,1,1,0.9240506329113924,0.65,1,167,7,1
5,1.999986666755555,1,0,0.9444444444444444,0.55,15,178,7,1
5,39.99600039996,1,1,0.8628318584070797,0.8,17,46,7,1
5,80.994600359976,1,1,0.8670886075949367,0.5,6,3,7,1
5,239.97600239976003,1,1,0.9056603773584906,0.85,3,59,7,1
5,156.984301569843,1,1,0.9444444444444444,0.55,15,178,7,1
5,132.986701329867,1,1,0.8229885057471265,0.5,6,31,7,1
5,47.995200479952004,1,1,0.8670886075949367,0.5,6,3,7,1
5,221.97780221977803,1,1,0.9627329192546584,0.55,15,0,7,1
5,59.99400059994001,1,1,0.8507157464212679,0.4,11,28,7,1
5,10977.142857142857,0,0,0.6839762611275965,0.75,5,58,7,0
5,59.99400059994001,1,1,0.8507157464212679,0.4,11,28,7,1
5,8477.142857142857,0,0,0.6839762611275965,0.75,5,58,7,0
5,1210.9452736318408,1,0,0.890625,0.5,6,166,7,1
5,5849.523809523809,0,0,0.6839762611275965,0.75,5,58,7,0
5,7132.380952380952,0,0,0.6839762611275965,0.75,5,58,7,0
5,8252.380952380952,0,0,0.6839762611275965,0.75,5,58,7,0
5,8396.190476190477,0,0,0.6839762611275965,0.75,5,58,7,0
5,18.998733417772147,1,0,0.8494208494208494,0.75,5,174,3,0
5,9506.666666666666,0,0,0.6839762611275965,0.75,5,58,7,0
5,11784.761904761905,0,0,0.6839762611275965,0.75,5,58,7,0
5,2691.542288557214,1,0,0.857653791130186,0.5,6,68,7,1
5,14894.285714285714,0,0,0.6839762611275965,0.75,5,58,7,0
5,14693.333333333334,0,0,0.6839762611275965,0.75,5,58,7,0
5,26604.761904761905,0,0,0.6839762611275965,0.75,5,58,7,0
5,29.997000299970004,1,1,0.8849315068493151,0.45,16,8,7,1
5,31017.910447761195,1,0,0.8415492957746479,0.65,1,13,7,1
5,0.9999933333777775,1,0,0.8849315068493151,0.45,16,8,7,1
5,84.99943333711109,1,0,0.7360594795539034,0.5,6,78,7,1
5,2983.809523809524,0,0,0.6839762611275965,0.75,5,58,7,0
5,269.97300269973005,1,1,0.9714285714285714,0.3,8,17,7,1
5,2.9999800001333323,1,0,0.725,0.5,6,35,7,1
5,89.99100089991,1,1,0.725,0.5,6,35,7,1
5,3.99997333351111,1,0,0.6927374301675978,0.75,5,106,7,1
5,129.99913333911107,1,0,0.9516129032258065,0.55,15,88,7,1
5,158.98940070661956,1,1,0.8611111111111112,0.65,1,108,7,1
5,316859.25925925927,0,0,0.8235294117647058,0.35,4,156,4,1
5,3.99997333351111,1,0,0.8507157464212679,0.4,11,28,7,1
5,71.99280071992801,1,1,0.9627329192546584,0.55,15,0,7,1
5,3.99997333351111,1,0,0.8507157464212679,0.4,11,28,7,1
5,83.991600839916,1,1,0.8650519031141869,0.5,6,51,7,1
